日期,股票代碼,名稱,外資及陸資(不含外資自營商)-買進股數,外資及陸資(不含外資自營商)-賣出股數,外資及陸資(不含外資自營商)-買賣超股數,外資自營商-買進股數,外資自營商-賣出股數,外資自營商-買賣超股數,外資及陸資-買進股數,外資及陸資-賣出股數,外資及陸資-買賣超股數,投信-買進股數,投信-賣出股數,投信-買賣超股數,自營商(自行買賣)-買進股數,自營商(自行買賣)-賣出股數,自營商(自行買賣)-買賣超股數,自營商(避險)-買進股數,自營商(避險)-賣出股數,自營商(避險)-買賣超股數,自營商-買進股數,自營商-賣出股數,自營商-買賣超股數,三大法人買賣超股數合計,null
113/07/26,3511,矽瑪,"4,000","9,000","-5,000",0,0,0,"4,000","9,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,"-5,000",28
113/07/26,3512,皇龍,"51,000","105,000","-54,000",0,0,0,"51,000","105,000","-54,000",0,0,0,0,0,0,0,"2,000","-2,000",0,"2,000","-2,000","-56,000",14
113/07/26,3516,亞帝歐,"72,000","63,000","9,000",0,0,0,"72,000","63,000","9,000",0,0,0,0,0,0,0,0,0,0,0,0,"9,000",26
113/07/26,3520,華盈,"170,000","167,000","3,000",0,0,0,"170,000","167,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,000",28
113/07/26,3521,鴻翊,"5,000","12,000","-7,000",0,0,0,"5,000","12,000","-7,000",0,0,0,0,0,0,0,29,-29,0,29,-29,"-7,029",25
113/07/26,3522,御頂,"208,000","96,000","112,000",0,0,0,"208,000","96,000","112,000",0,0,0,0,0,0,0,0,0,0,0,0,"112,000",16
113/07/26,3526,凡甲,"407,000","320,015","86,985",0,0,0,"407,000","320,015","86,985",0,0,0,"4,000","3,000","1,000","5,000","8,019","-3,019","9,000","11,019","-2,019","84,966",28
113/07/26,3527,聚積,"8,000","17,546","-9,546",0,0,0,"8,000","17,546","-9,546",0,0,0,0,0,0,0,0,0,0,0,0,"-9,546",24
113/07/26,3529,力旺,"344,218","354,188","-9,970",0,0,0,"344,218","354,188","-9,970","20,000","5,000","15,000","4,000","9,000","-5,000","11,200","16,384","-5,184","15,200","25,384","-10,184","-5,154",24
113/07/26,3531,先益,"3,000","3,000",0,0,0,0,"3,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
113/07/26,3537,堡達,"378,000","111,000","267,000",0,0,0,"378,000","111,000","267,000",0,0,0,0,0,0,0,1,-1,0,1,-1,"266,999",28
113/07/26,3540,曜越,"72,000","95,000","-23,000",0,0,0,"72,000","95,000","-23,000",0,0,0,0,0,0,"2,000","10,482","-8,482","2,000","10,482","-8,482","-31,482",25
113/07/26,3541,西柏,"6,000","7,000","-1,000",0,0,0,"6,000","7,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",31
113/07/26,3546,宇峻,"89,000","41,350","47,650",0,0,0,"89,000","41,350","47,650",0,0,0,"2,000","9,000","-7,000","2,000","81,394","-79,394","4,000","90,394","-86,394","-38,744",32
113/07/26,3548,兆利,"296,000","434,000","-138,000",0,0,0,"296,000","434,000","-138,000",0,0,0,"1,000","1,000",0,"21,009","25,142","-4,133","22,009","26,142","-4,133","-142,133",28
113/07/26,3551,世禾,"34,000","89,000","-55,000",0,0,0,"34,000","89,000","-55,000",0,0,0,0,0,0,0,43,-43,0,43,-43,"-55,043",35
113/07/26,3552,同致,"29,000","111,000","-82,000",0,0,0,"29,000","111,000","-82,000",0,0,0,"7,000","25,000","-18,000","10,000","15,028","-5,028","17,000","40,028","-23,028","-105,028",31
113/07/26,3555,博士旺,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",24
113/07/26,3556,禾瑞亞,"13,000","3,000","10,000",0,0,0,"13,000","3,000","10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000",24
113/07/26,3558,神準,"87,000","31,000","56,000",0,0,0,"87,000","31,000","56,000",0,0,0,0,0,0,"3,000","4,088","-1,088","3,000","4,088","-1,088","54,912",27
113/07/26,3564,其陽,"344,000","382,000","-38,000",0,0,0,"344,000","382,000","-38,000",0,0,0,0,0,0,"3,000","8,939","-5,939","3,000","8,939","-5,939","-43,939",27
113/07/26,3567,逸昌,"9,000","26,000","-17,000",0,0,0,"9,000","26,000","-17,000",0,0,0,0,0,0,"4,000","3,000","1,000","4,000","3,000","1,000","-16,000",24
113/07/26,3570,大塚,"5,000",0,"5,000",0,0,0,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,"5,000",30
113/07/26,3577,泓格,"72,000","42,000","30,000",0,0,0,"72,000","42,000","30,000",0,0,0,0,0,0,0,23,-23,0,23,-23,"29,977",25
113/07/26,3580,友威科,"2,313,000","2,285,000","28,000",0,0,0,"2,313,000","2,285,000","28,000",0,0,0,0,0,0,"22,000","45,634","-23,634","22,000","45,634","-23,634","4,366",31
113/07/26,3581,博磊,"397,000","155,000","242,000",0,0,0,"397,000","155,000","242,000",0,0,0,0,0,0,0,0,0,0,0,0,"242,000",24
113/07/26,3587,閎康,"102,000","139,000","-37,000",0,0,0,"102,000","139,000","-37,000","35,000",0,"35,000",0,0,0,"6,000","18,832","-12,832","6,000","18,832","-12,832","-14,832",31
113/07/26,3594,磐儀,"108,000","177,000","-69,000",0,0,0,"108,000","177,000","-69,000",0,0,0,0,0,0,"7,260","5,133","2,127","7,260","5,133","2,127","-66,873",25
113/07/26,3597,映興,"38,000","39,000","-1,000",0,0,0,"38,000","39,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",28
113/07/26,3609,三一東林,"13,000","96,000","-83,000",0,0,0,"13,000","96,000","-83,000",0,0,0,0,0,0,0,0,0,0,0,0,"-83,000",28
113/07/26,3611,鼎翰,"11,099","12,000",-901,0,0,0,"11,099","12,000",-901,0,0,0,0,0,0,"3,000","1,293","1,707","3,000","1,293","1,707",806,25
113/07/26,3615,安可,"256,000","144,000","112,000",0,0,0,"256,000","144,000","112,000",0,0,0,0,0,0,0,0,0,0,0,0,"112,000",26
113/07/26,3623,富晶通,"24,000","18,000","6,000",0,0,0,"24,000","18,000","6,000",0,0,0,0,0,0,"1,000",133,867,"1,000",133,867,"6,867",26
113/07/26,3624,光頡,"110,000","94,000","16,000",0,0,0,"110,000","94,000","16,000",0,0,0,0,0,0,0,"8,251","-8,251",0,"8,251","-8,251","7,749",28
113/07/26,3625,西勝,"3,000","8,000","-5,000",0,0,0,"3,000","8,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,"-5,000",25
113/07/26,3628,盈正,"5,000","4,000","1,000",0,0,0,"5,000","4,000","1,000",0,0,0,0,0,0,"2,000","1,227",773,"2,000","1,227",773,"1,773",31
113/07/26,3630,新鉅科,"158,000","131,000","27,000",0,0,0,"158,000","131,000","27,000",0,0,0,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000","26,000",26
113/07/26,3631,晟楠,0,"18,000","-18,000",0,0,0,0,"18,000","-18,000",0,0,0,0,0,0,0,0,0,0,0,0,"-18,000",28
113/07/26,3646,艾恩特,"2,000","3,000","-1,000",0,0,0,"2,000","3,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",28
113/07/26,3663,鑫科,"5,922,400","4,051,100","1,871,300",0,0,0,"5,922,400","4,051,100","1,871,300",0,0,0,"80,000",0,"80,000","182,000","12,163","169,837","262,000","12,163","249,837","2,121,137",31
113/07/26,3664,安瑞-KY,"13,000","3,000","10,000",0,0,0,"13,000","3,000","10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000",27
113/07/26,3666,光耀,"41,000","53,000","-12,000",0,0,0,"41,000","53,000","-12,000",0,0,0,0,0,0,0,0,0,0,0,0,"-12,000",26
113/07/26,3672,康聯訊,0,"3,000","-3,000",0,0,0,0,"3,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,"-3,000",27
113/07/26,3675,德微,"257,058","374,780","-117,722",0,0,0,"257,058","374,780","-117,722",0,"393,000","-393,000","3,000","8,000","-5,000","54,000","54,091",-91,"57,000","62,091","-5,091","-515,813",24
113/07/26,3680,家登,"393,000","237,717","155,283",0,0,0,"393,000","237,717","155,283","10,000","164,000","-154,000","36,723","41,898","-5,175","43,880","18,428","25,452","80,603","60,326","20,277","21,560",24
113/07/26,3684,榮昌,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",27
113/07/26,3685,元創精密,"9,000","5,000","4,000",0,0,0,"9,000","5,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,"4,000",05
113/07/26,3687,歐買尬,"19,000","22,000","-3,000",0,0,0,"19,000","22,000","-3,000",0,0,0,0,0,0,0,914,-914,0,914,-914,"-3,914",36
113/07/26,3689,湧德,"1,381,050","1,770,016","-388,966",0,0,0,"1,381,050","1,770,016","-388,966",0,0,0,"97,000","33,000","64,000","40,000","182,647","-142,647","137,000","215,647","-78,647","-467,613",28
113/07/26,3691,碩禾,"304,000","234,000","70,000",0,0,0,"304,000","234,000","70,000",0,0,0,"4,000","40,000","-36,000","60,000","43,563","16,437","64,000","83,563","-19,563","50,437",26
113/07/26,3693,營邦,"38,000","32,000","6,000",0,0,0,"38,000","32,000","6,000",0,0,0,0,0,0,"4,000","20,857","-16,857","4,000","20,857","-16,857","-10,857",25
113/07/26,3707,漢磊,"348,000","488,197","-140,197",0,0,0,"348,000","488,197","-140,197",0,0,0,"3,000","3,777",-777,"26,000","54,445","-28,445","29,000","58,222","-29,222","-169,419",24
113/07/26,3709,鑫聯大投控,"2,000","11,000","-9,000",0,0,0,"2,000","11,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,"-9,000",25
113/07/26,3710,連展投控,"437,000","160,000","277,000",0,0,0,"437,000","160,000","277,000",0,0,0,0,"4,000","-4,000",0,0,0,0,"4,000","-4,000","273,000",28
113/07/26,3713,新晶投控,"28,000","48,000","-20,000",0,0,0,"28,000","48,000","-20,000",0,0,0,0,0,0,0,0,0,0,0,0,"-20,000",35
113/07/26,4102,永日,"10,000","42,000","-32,000",0,0,0,"10,000","42,000","-32,000",0,0,0,0,0,0,0,4,-4,0,4,-4,"-32,004",22
113/07/26,4105,東洋,"305,000","46,872","258,128",0,0,0,"305,000","46,872","258,128",0,0,0,0,0,0,"1,000",300,700,"1,000",300,700,"258,828",22
113/07/26,4107,邦特,"12,000","106,000","-94,000",0,0,0,"12,000","106,000","-94,000",0,0,0,"7,000","4,000","3,000",0,"2,000","-2,000","7,000","6,000","1,000","-93,000",22
113/07/26,4109,加捷生醫,"743,000","713,300","29,700",0,0,0,"743,000","713,300","29,700",0,0,0,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000","31,700",22
113/07/26,4111,濟生,"37,000","10,000","27,000",0,0,0,"37,000","10,000","27,000",0,0,0,0,0,0,0,0,0,0,0,0,"27,000",22
113/07/26,4113,聯上,"697,000","841,000","-144,000",0,0,0,"697,000","841,000","-144,000",0,0,0,0,0,0,"41,000","4,469","36,531","41,000","4,469","36,531","-107,469",14
113/07/26,4114,健喬,"1,340,000","159,472","1,180,528",0,0,0,"1,340,000","159,472","1,180,528",0,0,0,0,0,0,0,0,0,0,0,0,"1,180,528",22
113/07/26,4116,明基醫,"8,000","12,000","-4,000",0,0,0,"8,000","12,000","-4,000",0,0,0,0,0,0,0,309,-309,0,309,-309,"-4,309",22
113/07/26,4120,友華,"32,000","9,000","23,000",0,0,0,"32,000","9,000","23,000",0,0,0,0,0,0,180,162,18,180,162,18,"23,018",22
113/07/26,4121,優盛,"12,000","22,000","-10,000",0,0,0,"12,000","22,000","-10,000",0,0,0,"1,000",714,286,0,0,0,"1,000",714,286,"-9,714",22
113/07/26,4123,晟德,"1,679,000","1,029,642","649,358",0,0,0,"1,679,000","1,029,642","649,358",0,0,0,"150,000","211,089","-61,089","18,000","97,301","-79,301","168,000","308,390","-140,390","508,968",22
113/07/26,4126,太醫,"21,000","10,000","11,000",0,0,0,"21,000","10,000","11,000","1,241",0,"1,241",0,"11,000","-11,000",0,214,-214,0,"11,214","-11,214","1,027",22
113/07/26,4127,天良,"25,000","181,000","-156,000",0,0,0,"25,000","181,000","-156,000",0,0,0,0,0,0,0,0,0,0,0,0,"-156,000",22
113/07/26,4128,中天,"2,866,080","3,969,401","-1,103,321",0,0,0,"2,866,080","3,969,401","-1,103,321",0,0,0,"175,345","286,472","-111,127","7,000","7,274",-274,"182,345","293,746","-111,401","-1,214,722",22
113/07/26,4129,聯合,"24,000","99,000","-75,000",0,0,0,"24,000","99,000","-75,000",0,0,0,0,0,0,"1,000","5,576","-4,576","1,000","5,576","-4,576","-79,576",22
113/07/26,4130,健亞,"56,000","34,000","22,000",0,0,0,"56,000","34,000","22,000",0,0,0,0,0,0,"1,000","4,705","-3,705","1,000","4,705","-3,705","18,295",22
113/07/26,4138,曜亞,"26,000",0,"26,000",0,0,0,"26,000",0,"26,000",0,0,0,0,0,0,0,40,-40,0,40,-40,"25,960",22
113/07/26,4147,中裕,"187,000","174,848","12,152",0,0,0,"187,000","174,848","12,152",0,0,0,0,499,-499,0,0,0,0,499,-499,"11,653",22
113/07/26,4153,鈺緯,"40,000","24,000","16,000",0,0,0,"40,000","24,000","16,000",0,0,0,0,0,0,0,131,-131,0,131,-131,"15,869",22
113/07/26,4157,太景*-KY,"200,000","221,000","-21,000",0,0,0,"200,000","221,000","-21,000",0,0,0,0,0,0,"27,000","27,110",-110,"27,000","27,110",-110,"-21,110",22
113/07/26,4160,訊聯基因,"281,100","156,000","125,100",0,0,0,"281,100","156,000","125,100",0,0,0,"1,000","1,000",0,"7,000",504,"6,496","8,000","1,504","6,496","131,596",22
113/07/26,4161,聿新科,"1,000","18,000","-17,000",0,0,0,"1,000","18,000","-17,000",0,0,0,0,0,0,0,0,0,0,0,0,"-17,000",22
113/07/26,4162,智擎,"791,000","141,482","649,518",0,0,0,"791,000","141,482","649,518",0,0,0,"7,937","9,012","-1,075","39,593","10,000","29,593","47,530","19,012","28,518","678,036",22
113/07/26,4163,鐿鈦,"4,000","2,000","2,000",0,0,0,"4,000","2,000","2,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000","2,000",0,"2,000",22
113/07/26,4167,松瑞藥,"452,000","357,000","95,000",0,0,0,"452,000","357,000","95,000",0,0,0,0,0,0,"2,000","26,053","-24,053","2,000","26,053","-24,053","70,947",22
113/07/26,4168,醣聯,"100,000","131,000","-31,000",0,0,0,"100,000","131,000","-31,000",0,0,0,0,0,0,"1,000","1,302",-302,"1,000","1,302",-302,"-31,302",22
113/07/26,4171,瑞基,"35,000","35,000",0,0,0,0,"35,000","35,000",0,0,0,0,0,0,0,0,347,-347,0,347,-347,-347,33
113/07/26,4173,久裕,"5,000","4,000","1,000",0,0,0,"5,000","4,000","1,000",0,0,0,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000","2,000",22
113/07/26,4174,浩鼎,"102,000","130,102","-28,102",0,0,0,"102,000","130,102","-28,102",0,0,0,0,0,0,0,0,0,0,0,0,"-28,102",22
113/07/26,4175,杏一,"6,000","2,000","4,000",0,0,0,"6,000","2,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,"4,000",22
113/07/26,4183,福永生技,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",22
113/07/26,4188,安克,"6,000","7,000","-1,000",0,0,0,"6,000","7,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",22
113/07/26,4205,中華食,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",02
113/07/26,4207,環泰,"4,000","26,000","-22,000",0,0,0,"4,000","26,000","-22,000",0,0,0,0,"13,000","-13,000",0,0,0,0,"13,000","-13,000","-35,000",02
113/07/26,4303,信立,"1,196,000","917,000","279,000",0,0,0,"1,196,000","917,000","279,000",0,0,0,0,0,0,"1,000",783,217,"1,000",783,217,"279,217",03
113/07/26,4305,世坤,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",03
113/07/26,4401,東隆興,"4,000","20,000","-16,000",0,0,0,"4,000","20,000","-16,000",0,0,0,0,0,0,0,0,0,0,0,0,"-16,000",04
113/07/26,4402,福大,"67,000","205,000","-138,000",0,0,0,"67,000","205,000","-138,000",0,0,0,0,0,0,"2,000","1,743",257,"2,000","1,743",257,"-137,743",04
113/07/26,4413,飛寶企業,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,"1,000",04
113/07/26,4416,三圓,"6,000","3,000","3,000",0,0,0,"6,000","3,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,000",14
113/07/26,4417,金洲,0,"6,000","-6,000",0,0,0,0,"6,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,"-6,000",04
113/07/26,4419,皇家美食,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",16
113/07/26,4420,光明,"10,000","12,000","-2,000",0,0,0,"10,000","12,000","-2,000",0,0,0,0,0,0,0,0,0,0,0,0,"-2,000",04
113/07/26,4432,銘旺實,"1,000","2,000","-1,000",0,0,0,"1,000","2,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",04
113/07/26,4433,興采,"3,000","2,000","1,000",0,0,0,"3,000","2,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,"1,000",04
113/07/26,4442,竣邦-KY,0,"2,000","-2,000",0,0,0,0,"2,000","-2,000",0,0,0,0,0,0,0,0,0,0,0,0,"-2,000",04
113/07/26,4502,健信,"2,000","2,000",0,0,0,0,"2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,05
113/07/26,4503,金雨,"21,000","31,984","-10,984",0,0,0,"21,000","31,984","-10,984",0,0,0,0,0,0,0,0,0,0,0,0,"-10,984",05
113/07/26,4506,崇友,"9,002","56,000","-46,998",0,0,0,"9,002","56,000","-46,998",0,0,0,0,0,0,"13,000","13,294",-294,"13,000","13,294",-294,"-47,292",05
113/07/26,4510,高鋒,"84,000","106,000","-22,000",0,0,0,"84,000","106,000","-22,000",0,0,0,0,0,0,"160,000",0,"160,000","160,000",0,"160,000","138,000",05
113/07/26,4513,福裕,"1,203,000","791,000","412,000",0,0,0,"1,203,000","791,000","412,000",0,0,0,0,0,0,"6,000","31,044","-25,044","6,000","31,044","-25,044","386,956",05
113/07/26,4523,永彰,"3,000","1,000","2,000",0,0,0,"3,000","1,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",05
113/07/26,4527,方土霖,"9,000","2,000","7,000",0,0,0,"9,000","2,000","7,000",0,0,0,0,0,0,0,0,0,0,0,0,"7,000",05
113/07/26,4528,江興鍛,"2,000","2,000",0,0,0,0,"2,000","2,000",0,0,0,0,"4,000","3,534",466,0,0,0,"4,000","3,534",466,466,05
113/07/26,4533,協易機,"1,168,070","928,000","240,070",0,0,0,"1,168,070","928,000","240,070",0,0,0,0,0,0,"7,000","50,346","-43,346","7,000","50,346","-43,346","196,724",05
113/07/26,4534,慶騰,"510,000","245,000","265,000",0,0,0,"510,000","245,000","265,000",0,0,0,0,0,0,0,0,0,0,0,0,"265,000",05
113/07/26,4535,至興,"37,000","43,000","-6,000",0,0,0,"37,000","43,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,"-6,000",05
113/07/26,4538,大詠城,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,000",05
113/07/26,4541,晟田,"13,000","4,000","9,000",0,0,0,"13,000","4,000","9,000",0,0,0,0,0,0,0,162,-162,0,162,-162,"8,838",20
113/07/26,4542,科嶠,"37,000","46,000","-9,000",0,0,0,"37,000","46,000","-9,000",0,0,0,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000","-10,000",28
113/07/26,4543,萬在,"66,000","47,000","19,000",0,0,0,"66,000","47,000","19,000",0,0,0,0,0,0,0,740,-740,0,740,-740,"18,260",05
113/07/26,4549,桓達,"144,000","97,770","46,230",0,0,0,"144,000","97,770","46,230","43,000",0,"43,000",0,0,0,0,35,-35,0,35,-35,"89,195",05
113/07/26,4550,長佳,"5,000","1,000","4,000",0,0,0,"5,000","1,000","4,000",0,0,0,0,0,0,0,30,-30,0,30,-30,"3,970",05
113/07/26,4554,橙的,0,"2,800","-2,800",0,0,0,0,"2,800","-2,800",0,0,0,0,0,0,0,0,0,0,0,0,"-2,800",31
113/07/26,4556,旭然,"68,000","65,000","3,000",0,0,0,"68,000","65,000","3,000",0,0,0,0,0,0,"1,000",932,68,"1,000",932,68,"3,068",20
113/07/26,4558,寶緯,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",05
113/07/26,4561,健椿,"81,000","69,000","12,000",0,0,0,"81,000","69,000","12,000",0,0,0,"1,000",0,"1,000",0,"1,000","-1,000","1,000","1,000",0,"12,000",05
113/07/26,4563,百德,"84,000","116,000","-32,000",0,0,0,"84,000","116,000","-32,000",0,0,0,0,0,0,0,0,0,0,0,0,"-32,000",05
113/07/26,4568,科際精密,"17,000","11,000","6,000",0,0,0,"17,000","11,000","6,000",0,0,0,0,0,0,0,0,0,0,0,0,"6,000",05
113/07/26,4577,達航科技,"3,000","3,000",0,0,0,0,"3,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
113/07/26,4580,捷流閥業,"13,000","7,000","6,000",0,0,0,"13,000","7,000","6,000",0,0,0,0,0,0,0,0,0,0,0,0,"6,000",05
113/07/26,4609,唐鋒,0,"5,000","-5,000",0,0,0,0,"5,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,"-5,000",38
113/07/26,4702,中美實,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,000",38
113/07/26,4706,大恭,"9,000","6,000","3,000",0,0,0,"9,000","6,000","3,000",0,0,0,0,"5,000","-5,000",0,0,0,0,"5,000","-5,000","-2,000",21
113/07/26,4707,磐亞,"242,000","221,000","21,000",0,0,0,"242,000","221,000","21,000",0,0,0,0,0,0,0,"1,000","-1,000",0,"1,000","-1,000","20,000",21
113/07/26,4711,永純,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,000",21
113/07/26,4714,永捷,"335,000","669,000","-334,000",0,0,0,"335,000","669,000","-334,000",0,0,0,0,"39,000","-39,000","3,000","4,627","-1,627","3,000","43,627","-40,627","-374,627",21
113/07/26,4716,大立,"181,000","196,000","-15,000",0,0,0,"181,000","196,000","-15,000",0,0,0,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000","-13,000",21
113/07/26,4721,美琪瑪,"67,000","83,000","-16,000",0,0,0,"67,000","83,000","-16,000",0,0,0,0,0,0,"1,000","3,892","-2,892","1,000","3,892","-2,892","-18,892",21
113/07/26,4726,永昕,"1,414,000","2,679,000","-1,265,000",0,0,0,"1,414,000","2,679,000","-1,265,000",0,0,0,"18,000",0,"18,000",0,0,0,"18,000",0,"18,000","-1,247,000",22
113/07/26,4728,雙美,0,"6,000","-6,000",0,0,0,0,"6,000","-6,000",0,0,0,0,0,0,29,81,-52,29,81,-52,"-6,052",22
113/07/26,4729,熒茂,"151,000","123,000","28,000",0,0,0,"151,000","123,000","28,000",0,0,0,0,0,0,0,0,0,0,0,0,"28,000",26
113/07/26,4735,豪展,"7,000","7,000",0,0,0,0,"7,000","7,000",0,0,0,0,"23,000",0,"23,000",0,0,0,"23,000",0,"23,000","23,000",22
113/07/26,4743,合一,"1,096,272","3,149,703","-2,053,431",0,0,0,"1,096,272","3,149,703","-2,053,431",0,0,0,"179,377","167,297","12,080","50,345","56,859","-6,514","229,722","224,156","5,566","-2,047,865",22
113/07/26,4744,皇將,"5,000","3,000","2,000",0,0,0,"5,000","3,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",22
113/07/26,4745,合富-KY,0,"4,000","-4,000",0,0,0,0,"4,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,"-4,000",22
113/07/26,4747,強生,"47,000","4,000","43,000",0,0,0,"47,000","4,000","43,000",0,0,0,0,0,0,0,0,0,0,0,0,"43,000",22
113/07/26,4754,國碳科,"33,000","32,000","1,000",0,0,0,"33,000","32,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,"1,000",21
113/07/26,4760,勤凱,"88,003","107,000","-18,997",0,0,0,"88,003","107,000","-18,997",0,0,0,"1,000","7,000","-6,000",0,"1,003","-1,003","1,000","8,003","-7,003","-26,000",31
113/07/26,4767,誠泰科技,"4,000",0,"4,000",0,0,0,"4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,0,0,"4,000",21
113/07/26,4768,晶呈科技,"50,000","101,242","-51,242",0,0,0,"50,000","101,242","-51,242",0,0,0,0,0,0,"2,000","14,793","-12,793","2,000","14,793","-12,793","-64,035",21
113/07/26,4806,桂田文創,"15,000",0,"15,000",0,0,0,"15,000",0,"15,000",0,0,0,0,0,0,0,0,0,0,0,0,"15,000",32
113/07/26,4903,聯光通,"246,000","973,000","-727,000",0,0,0,"246,000","973,000","-727,000",0,0,0,0,0,0,0,0,0,0,0,0,"-727,000",27
113/07/26,4905,台聯電,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,29,0,29,29,27
113/07/26,4907,富宇,"161,000","76,000","85,000",0,0,0,"161,000","76,000","85,000",0,0,0,0,0,0,0,0,0,0,0,0,"85,000",14
113/07/26,4908,前鼎,"136,000","90,000","46,000",0,0,0,"136,000","90,000","46,000",0,0,0,0,0,0,"3,459","7,130","-3,671","3,459","7,130","-3,671","42,329",27
113/07/26,4909,新復興,"1,207,000","795,000","412,000",0,0,0,"1,207,000","795,000","412,000",0,0,0,0,"15,000","-15,000","3,000","102,565","-99,565","3,000","117,565","-114,565","297,435",27
113/07/26,4911,德英,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",22
113/07/26,4923,力士,"3,000","3,000",0,0,0,0,"3,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
113/07/26,4924,欣厚-KY,"16,000","7,000","9,000",0,0,0,"16,000","7,000","9,000",0,0,0,0,0,0,0,0,0,0,0,0,"9,000",25
113/07/26,4931,新盛力,"35,000","23,000","12,000",0,0,0,"35,000","23,000","12,000",0,0,0,0,0,0,"2,000","1,672",328,"2,000","1,672",328,"12,328",25
