時 間,紡纖纖維,電機機械,鋼鐵工業,建材營造,航運業,觀光餐旅,其他,化學工業,生技醫療,半導體業,電腦週邊業,光電業,通信網路業,電子零組件業,電子通路業,資訊服務業,其他電子業,文化創意業,綠能環保,數位雲端,居家生活,電子工業,櫃買指數,成交金額(萬元),成交張數,成交筆數,委買筆數,委賣筆數,委買張數,委賣張數
10:58:35,135.7,223.73,183.17,338.26,216.02,99.29,153.36,150.69,196.22,126.66,131.66,73.63,132.17,136.52,121.85,214.36,251.09,211.92,103.26,92.38,95.5,420.67,259.54,"7,546,876","1,761,392","470,253","2,356,969","2,685,451","10,824,557","6,841,726"
10:58:40,135.7,223.73,183.08,338.26,216.02,99.29,153.36,150.68,196.21,126.66,131.66,73.64,132.17,136.52,121.77,214.37,251.11,211.92,103.26,92.38,95.5,420.68,259.54,"7,549,609","1,761,961","470,479","2,357,795","2,686,454","10,830,325","6,856,322"
10:58:45,135.7,223.73,183.08,338.31,216.02,99.29,153.36,150.67,196.21,126.69,131.68,73.64,132.18,136.51,121.77,214.37,251.11,211.92,103.26,92.38,95.5,420.72,259.55,"7,551,437","1,762,338","470,606","2,358,593","2,687,603","10,834,726","6,821,919"
10:58:50,135.7,223.73,183.08,338.35,216.02,99.29,153.36,150.64,196.21,126.67,131.67,73.63,132.17,136.51,121.78,214.37,251.13,211.92,103.26,92.38,95.5,420.69,259.54,"7,553,964","1,763,292","470,735","2,359,253","2,688,481","10,803,065","6,845,832"
10:58:55,135.7,223.74,183.08,338.35,216.02,99.29,153.36,150.64,196.21,126.66,131.69,73.65,132.15,136.5,121.81,214.36,251.07,211.93,103.26,92.38,95.5,420.67,259.54,"7,557,233","1,763,793","470,931","2,359,975","2,689,243","10,820,083","6,858,163"
10:59:00,135.7,223.74,183.08,338.32,216.02,99.29,153.36,150.67,196.23,126.64,131.79,73.65,132.16,136.49,121.79,214.36,251.08,211.94,103.26,92.38,95.51,420.67,259.54,"7,562,010","1,765,007","471,141","2,360,824","2,690,193","10,800,391","6,814,966"
10:59:05,135.7,223.74,183.08,338.32,216.02,99.29,153.37,150.67,196.23,126.65,131.72,73.65,132.17,136.48,121.79,214.37,251.07,211.93,103.26,92.38,95.51,420.66,259.54,"7,563,861","1,765,287","471,266","2,361,704","2,691,202","10,808,313","6,844,623"
10:59:10,135.7,223.74,183.08,338.32,216.02,99.29,153.37,150.68,196.22,126.66,131.72,73.65,132.15,136.5,121.79,214.37,251.06,211.93,103.26,92.38,95.51,420.67,259.54,"7,565,596","1,765,620","471,415","2,362,564","2,692,074","10,760,634","6,814,041"
10:59:15,135.7,223.73,183.08,338.32,216.02,99.29,153.37,150.68,196.22,126.69,131.71,73.65,132.17,136.49,121.79,214.37,251.09,211.93,103.26,92.41,95.51,420.73,259.56,"7,566,846","1,765,911","471,528","2,363,524","2,693,006","10,838,651","6,849,483"
10:59:20,135.7,223.74,183.17,338.32,216.02,99.29,153.35,150.68,196.23,126.68,131.71,73.65,132.15,136.52,121.88,214.37,251.09,211.91,103.26,92.41,95.51,420.72,259.56,"7,567,928","1,766,215","471,643","2,364,051","2,693,575","10,856,107","6,858,444"
10:59:25,135.7,223.74,183.17,338.31,216.02,99.29,153.35,150.68,196.23,126.67,131.67,73.65,132.16,136.49,121.88,214.37,251.1,211.91,103.26,92.41,95.51,420.69,259.55,"7,571,158","1,766,921","471,872","2,364,635","2,694,261","10,845,684","6,860,096"
10:59:30,135.7,223.74,183.17,338.32,216.02,99.29,153.35,150.68,196.23,126.67,131.67,73.63,132.15,136.49,121.9,214.37,251.1,211.91,103.26,92.41,95.51,420.68,259.55,"7,573,110","1,767,219","472,014","2,365,281","2,694,963","10,821,154","6,827,408"
10:59:35,135.7,223.74,183.17,338.33,216.02,99.29,153.35,150.68,196.32,126.68,131.69,73.63,132.14,136.49,121.89,214.37,251.09,211.9,103.26,92.41,95.51,420.69,259.56,"7,575,143","1,767,484","472,150","2,366,056","2,695,999","10,784,473","6,841,994"
10:59:40,135.7,223.74,183.17,338.34,215.91,99.29,153.35,150.65,196.33,126.67,131.68,73.63,132.15,136.49,121.9,214.37,251.09,211.92,103.26,92.41,95.43,420.68,259.55,"7,577,981","1,767,854","472,269","2,366,954","2,697,009","10,853,269","6,861,931"
10:59:45,135.7,223.73,183.17,338.51,215.91,99.29,153.35,150.65,196.33,126.67,131.74,73.63,132.15,136.5,121.9,214.37,251.08,211.92,103.26,92.41,95.43,420.69,259.56,"7,579,026","1,767,995","472,358","2,367,497","2,697,628","10,823,678","6,838,904"
10:59:50,135.7,223.74,183.17,338.51,215.91,99.29,153.35,150.65,196.32,126.68,131.76,73.64,132.09,136.5,121.9,214.3,251.09,211.94,103.26,92.41,95.43,420.7,259.57,"7,581,613","1,768,287","472,516","2,368,161","2,698,448","10,824,271","6,845,975"
10:59:55,135.7,223.74,183.17,338.61,216.02,99.29,153.35,150.66,196.31,126.67,131.7,73.66,132.09,136.5,121.94,214.3,251.16,211.94,103.26,92.41,95.43,420.71,259.57,"7,583,289","1,768,884","472,636","2,369,013","2,699,291","10,802,868","6,842,594"
11:00:00,135.7,223.73,183.17,338.51,216.02,99.29,153.35,150.66,196.31,126.68,131.71,73.64,132.09,136.5,121.98,214.3,251.14,211.94,103.26,92.41,95.43,420.7,259.57,"7,585,229","1,769,564","472,786","2,369,808","2,700,109","10,840,349","6,872,359"
11:00:05,135.7,223.72,183.17,338.51,216.02,99.29,153.35,150.66,196.32,126.68,131.73,73.66,132.08,136.52,121.98,214.3,251.16,211.99,103.26,92.41,95.43,420.73,259.58,"7,587,938","1,770,225","472,959","2,370,418","2,700,777","10,781,686","6,845,621"
11:00:10,135.7,223.72,183.17,338.51,216.02,99.29,153.34,150.66,196.32,126.69,131.71,73.63,132.09,136.51,121.98,214.3,251.16,211.98,103.26,92.41,95.43,420.73,259.58,"7,590,000","1,770,690","473,154","2,371,115","2,701,589","10,840,521","6,881,860"
11:00:15,135.7,223.72,183.17,338.51,215.91,99.29,153.34,150.66,196.32,126.69,131.72,73.64,132.1,136.52,121.95,214.3,251.14,211.96,103.26,92.41,95.43,420.73,259.58,"7,591,880","1,770,985","473,296","2,371,867","2,702,404","10,843,876","6,862,540"
11:00:20,135.7,223.71,183.17,338.46,215.91,99.29,153.33,150.6,196.34,126.65,131.71,73.64,132.07,136.51,121.95,214.26,251.14,211.97,103.26,92.42,95.43,420.65,259.55,"7,594,692","1,771,293","473,449","2,372,489","2,702,969","10,888,455","6,878,693"
11:00:25,135.73,223.69,183.08,338.46,215.91,99.29,153.35,150.6,196.36,126.65,131.68,73.64,132.04,136.52,121.95,214.25,251.16,211.97,103.26,92.45,95.43,420.65,259.55,"7,596,590","1,771,771","473,573","2,373,114","2,703,785","10,887,367","6,879,392"
11:00:30,135.73,223.68,183.08,338.46,215.91,99.29,153.35,150.6,196.36,126.66,131.68,73.66,132.04,136.56,121.96,214.25,251.16,211.97,103.26,92.45,95.43,420.69,259.56,"7,598,110","1,772,034","473,678","2,373,603","2,704,475","10,896,749","6,874,689"
11:00:35,135.73,223.68,183.08,338.42,216.13,99.31,153.35,150.6,196.31,126.67,131.68,73.66,132.05,136.55,121.97,214.25,251.14,211.98,103.26,92.45,95.43,420.7,259.56,"7,600,529","1,772,537","473,860","2,374,613","2,705,630","10,871,381","6,870,526"
11:00:40,135.73,223.68,183.17,338.42,216.13,99.31,153.35,150.6,196.29,126.67,131.73,73.66,132.07,136.54,121.97,214.25,251.12,211.98,103.26,92.45,95.43,420.71,259.57,"7,602,315","1,772,882","474,001","2,375,157","2,706,269","10,875,468","6,881,413"
11:00:45,135.73,223.67,183.08,338.42,216.13,99.31,153.35,150.6,196.28,126.67,131.7,73.66,132.07,136.52,121.98,214.25,251.1,211.98,103.26,92.45,95.43,420.69,259.56,"7,603,839","1,773,273","474,097","2,375,673","2,706,880","10,875,952","6,896,846"
11:00:50,135.73,223.68,183.08,338.42,216.13,99.34,153.35,150.61,196.29,126.67,131.7,73.67,132.05,136.51,121.98,214.25,251.16,211.98,103.26,92.45,95.43,420.7,259.56,"7,605,936","1,773,429","474,192","2,376,439","2,707,733","10,845,073","6,880,234"
11:00:55,135.73,223.69,183.08,338.42,216.13,99.34,153.35,150.6,196.23,126.65,131.73,73.67,132.05,136.52,121.98,214.25,251.16,211.98,103.26,92.45,95.43,420.69,259.55,"7,607,119","1,773,724","474,287","2,377,024","2,708,468","10,865,011","6,882,722"
11:01:00,135.73,223.69,183.08,338.43,216.13,99.34,153.35,150.6,196.23,126.65,131.73,73.66,132.06,136.52,121.99,214.25,251.17,211.98,103.31,92.45,95.43,420.67,259.54,"7,608,346","1,773,988","474,380","2,377,493","2,709,139","10,879,375","6,899,967"
11:01:05,135.73,223.69,183.08,338.43,216.13,99.33,153.35,150.6,196.24,126.65,131.7,73.66,132.07,136.52,121.99,214.34,251.16,211.97,103.31,92.43,95.43,420.67,259.54,"7,609,977","1,774,603","474,511","2,378,234","2,710,060","10,856,168","6,873,097"
11:01:10,135.73,223.68,183.08,338.43,216.13,99.33,153.35,150.6,196.24,126.65,131.7,73.66,132.06,136.52,121.99,214.34,251.16,211.97,103.31,92.43,95.43,420.67,259.54,"7,611,365","1,774,866","474,614","2,378,767","2,710,776","10,860,788","6,865,199"
11:01:15,135.73,223.66,183.08,338.43,216.13,99.33,153.35,150.6,196.31,126.65,131.7,73.66,132.06,136.52,121.99,214.34,251.13,211.97,103.31,92.43,95.43,420.67,259.55,"7,613,203","1,775,301","474,756","2,379,703","2,711,964","10,831,424","6,866,364"
11:01:20,135.73,223.66,183.08,338.43,216.13,99.33,153.35,150.6,196.3,126.65,131.7,73.66,132.06,136.51,121.83,214.34,251.07,211.97,103.31,92.43,95.43,420.65,259.54,"7,614,378","1,775,488","474,876","2,380,435","2,712,893","10,835,010","6,871,178"
11:01:25,135.73,223.67,183.07,338.43,216.13,99.33,153.33,150.6,196.3,126.65,131.7,73.65,132.07,136.52,121.83,214.34,251.08,211.97,103.31,92.42,95.43,420.64,259.54,"7,616,131","1,776,145","474,981","2,381,203","2,713,844","10,847,978","6,887,139"
11:01:30,135.73,223.67,183.07,338.54,216.13,99.33,153.35,150.6,196.31,126.65,131.72,73.65,132.08,136.48,121.83,214.34,251.08,211.96,103.31,92.4,95.43,420.64,259.54,"7,619,773","1,776,621","475,136","2,382,073","2,714,996","10,819,436","6,842,607"
11:01:35,135.73,223.68,183.07,338.54,216.13,99.33,153.35,150.6,196.28,126.65,131.77,73.65,132.09,136.51,121.83,214.33,251.08,211.96,103.36,92.4,95.43,420.66,259.55,"7,623,448","1,777,451","475,241","2,382,915","2,716,193","10,877,433","6,872,547"
11:01:40,135.73,223.67,183.07,338.54,216.24,99.33,153.35,150.6,196.29,126.65,131.78,73.65,132.1,136.51,121.83,214.33,251.08,211.96,103.36,92.4,95.43,420.67,259.55,"7,624,495","1,777,632","475,334","2,383,539","2,716,898","10,836,614","6,850,080"
11:01:45,135.73,223.67,183.07,338.54,216.24,99.33,153.35,150.6,196.29,126.65,131.73,73.65,132.11,136.51,121.82,214.33,251.07,211.97,103.36,92.4,95.43,420.66,259.55,"7,626,029","1,778,118","475,452","2,384,300","2,717,679","10,874,092","6,867,442"
11:01:50,135.73,223.67,183.07,338.54,216.24,99.33,153.35,150.6,196.29,126.65,131.71,73.64,132.1,136.5,121.84,214.33,251.05,211.97,103.36,92.4,95.43,420.64,259.54,"7,629,849","1,778,524","475,643","2,385,016","2,718,533","10,830,451","6,865,595"
11:01:55,135.73,223.66,183.07,338.54,216.24,99.33,153.35,150.6,196.29,126.66,131.71,73.64,132.12,136.5,121.84,214.33,251.05,211.97,103.36,92.4,95.43,420.66,259.55,"7,630,639","1,778,748","475,733","2,385,753","2,719,406","10,854,721","6,872,946"
11:02:00,135.73,223.65,183.16,338.54,216.24,99.33,153.35,150.6,196.31,126.66,131.72,73.64,132.1,136.47,121.84,214.33,251.05,211.96,103.36,92.4,95.43,420.65,259.54,"7,632,319","1,779,101","475,855","2,386,499","2,720,246","10,833,780","6,849,284"
11:02:05,135.73,223.65,183.16,338.54,216.24,99.33,153.35,150.6,196.29,126.66,131.77,73.63,132.1,136.48,121.83,214.31,251.08,211.95,103.36,92.4,95.43,420.67,259.55,"7,633,635","1,779,747","475,970","2,387,245","2,721,082","10,872,741","6,861,831"
11:02:10,135.73,223.66,183.16,338.54,216.24,99.33,153.35,150.6,196.33,126.65,131.77,73.63,132.1,136.47,121.85,214.31,251.05,211.95,103.36,92.4,95.43,420.63,259.54,"7,634,897","1,780,120","476,096","2,387,866","2,721,745","10,844,992","6,857,623"
11:02:15,135.73,223.66,183.16,338.54,216.24,99.33,153.34,150.6,196.32,126.64,131.77,73.53,132.09,136.46,121.85,214.31,251.05,211.95,103.36,92.42,95.43,420.55,259.51,"7,636,373","1,780,482","476,216","2,388,577","2,722,728","10,746,010","6,815,337"
11:02:20,135.73,223.64,183.16,338.58,216.24,99.33,153.34,150.6,196.32,126.65,131.79,73.61,132.09,136.46,121.85,214.31,251.05,211.95,103.36,92.42,95.43,420.62,259.54,"7,642,655","1,781,060","476,539","2,389,650","2,724,061","10,857,228","6,870,988"
11:02:25,135.73,223.63,183.16,338.54,216.24,99.33,153.34,150.6,196.32,126.64,131.82,73.51,132.07,136.46,121.86,214.31,251.05,211.95,103.36,92.42,95.43,420.55,259.51,"7,646,169","1,782,152","476,712","2,390,494","2,725,140","10,801,688","6,854,284"
11:02:30,135.73,223.63,183.16,338.54,216.13,99.33,153.34,150.6,196.31,126.66,131.81,73.51,132.07,136.46,121.86,214.31,251.05,211.94,103.36,92.42,95.43,420.57,259.51,"7,648,049","1,782,544","476,839","2,391,412","2,726,157","10,758,220","6,806,805"
11:02:35,135.7,223.63,183.16,338.58,216.13,99.31,153.34,150.6,196.31,126.66,131.81,73.5,132.07,136.46,121.85,214.31,251.08,211.94,103.36,92.42,95.35,420.57,259.51,"7,650,212","1,783,050","476,977","2,392,346","2,727,271","10,879,767","6,886,005"
11:02:40,135.7,223.6,183.16,338.55,216.13,99.31,153.34,150.6,196.26,126.66,131.81,73.5,132.07,136.46,121.84,214.33,251.01,211.94,103.36,92.42,95.35,420.55,259.49,"7,651,378","1,783,303","477,082","2,393,196","2,728,307","10,860,085","6,872,955"
11:02:45,135.7,223.51,183.16,338.55,216.13,99.31,153.34,150.6,196.26,126.66,131.81,73.5,132.07,136.46,121.84,214.33,251.01,211.94,103.36,92.42,95.35,420.56,259.49,"7,652,695","1,783,526","477,191","2,394,012","2,729,291","10,831,583","6,868,988"
11:02:50,135.7,223.51,183.16,338.55,216.13,99.31,153.34,150.6,196.26,126.65,131.77,73.49,132.05,136.46,121.84,214.33,251.02,211.94,103.36,92.42,95.35,420.52,259.48,"7,654,455","1,783,970","477,343","2,394,596","2,729,997","10,852,146","6,858,289"
11:02:55,135.7,223.51,183.16,338.55,216.13,99.31,153.34,150.6,196.28,126.66,131.78,73.49,132.05,136.5,121.83,214.33,250.98,211.34,103.36,92.42,95.35,420.56,259.47,"7,655,813","1,784,254","477,466","2,395,374","2,730,941","10,884,086","6,880,013"
11:03:00,135.7,223.5,183.16,338.55,216.13,99.31,153.31,150.6,196.31,126.66,131.74,73.51,132.04,136.5,121.83,214.33,250.98,211.34,103.36,92.42,95.35,420.54,259.46,"7,657,436","1,784,598","477,578","2,396,390","2,732,156","10,877,864","6,892,067"
11:03:05,135.7,223.49,183.16,338.55,216.13,99.31,153.31,150.6,196.31,126.67,131.74,73.49,132.04,136.49,121.85,214.33,251,211.34,103.36,92.42,95.35,420.55,259.46,"7,659,727","1,785,047","477,756","2,396,898","2,732,883","10,846,887","6,876,259"
11:03:10,135.7,223.5,183.16,338.5,216.13,99.31,153.31,150.6,196.31,126.66,131.79,73.49,132.04,136.49,121.85,214.33,251.05,211.34,103.36,92.42,95.35,420.56,259.47,"7,660,911","1,785,447","477,854","2,397,464","2,733,663","10,869,543","6,881,562"
11:03:15,135.7,223.5,183.16,338.41,216.17,99.31,153.31,150.6,196.3,126.66,131.74,73.48,132.02,136.49,121.85,214.33,250.98,211.35,103.36,92.42,95.35,420.52,259.45,"7,662,594","1,785,802","477,965","2,398,266","2,734,701","10,847,960","6,890,563"
11:03:20,135.7,223.51,183.16,338.45,216.17,99.31,153.34,150.6,196.28,126.65,131.83,73.47,132.02,136.49,121.85,214.33,250.96,211.35,103.36,92.42,95.35,420.52,259.45,"7,664,519","1,786,141","478,112","2,399,194","2,735,859","10,854,495","6,885,053"
11:03:25,135.7,223.52,183.16,338.47,216.17,99.31,153.35,150.6,196.28,126.64,131.82,73.48,132.08,136.49,121.87,214.33,251,211.35,103.36,92.42,95.35,420.52,259.45,"7,667,081","1,786,577","478,295","2,399,980","2,736,973","10,828,831","6,865,755"
11:03:30,135.7,223.51,183.16,338.47,216.17,99.31,153.35,150.61,196.28,126.64,131.81,73.48,132.1,136.49,121.87,214.33,251.01,211.35,103.36,92.42,95.35,420.53,259.46,"7,668,129","1,786,872","478,377","2,400,669","2,737,865","10,870,003","6,891,748"
11:03:35,135.7,223.52,183.16,338.49,216.17,99.31,153.29,150.58,196.29,126.64,131.81,73.48,132.07,136.48,121.87,214.41,251.06,211.95,103.36,92.42,95.35,420.54,259.49,"7,670,177","1,787,219","478,504","2,401,447","2,738,873","10,836,676","6,867,919"
11:03:40,135.7,223.5,183.16,338.66,216.17,99.31,153.29,150.58,196.27,126.64,131.81,73.49,132.07,136.47,121.85,214.41,251.07,211.95,103.36,92.42,95.35,420.54,259.49,"7,680,908","1,788,340","478,849","2,402,294","2,739,879","10,843,234","6,869,189"
11:03:45,135.7,223.49,183.17,338.67,216.17,99.31,153.29,150.6,196.29,126.65,131.8,73.49,132.07,136.48,121.85,214.41,251.05,211.95,103.36,92.42,95.35,420.55,259.5,"7,682,539","1,788,632","478,982","2,403,020","2,740,791","10,830,748","6,852,978"
11:03:50,135.7,223.51,183.18,338.65,216.17,99.31,153.29,150.66,196.28,126.65,131.8,73.48,132.08,136.47,121.85,214.33,251.07,211.95,103.31,92.42,95.43,420.54,259.5,"7,684,597","1,789,020","479,166","2,403,955","2,741,919","10,838,121","6,867,035"
11:03:55,135.7,223.52,183.18,338.65,216.17,99.31,153.29,150.66,196.3,126.65,131.8,73.48,132.07,136.47,121.85,214.33,251.07,211.95,103.31,92.42,95.43,420.54,259.5,"7,686,112","1,789,228","479,275","2,404,656","2,742,775","10,847,750","6,843,733"
11:04:00,135.7,223.53,183.06,338.65,216.17,99.31,153.29,150.66,196.3,126.64,131.79,73.48,132.06,136.42,121.85,214.33,251.04,211.95,103.31,92.4,95.5,420.49,259.48,"7,689,016","1,789,670","479,459","2,405,578","2,743,933","10,780,297","6,820,712"
11:04:05,135.67,223.53,182.98,338.65,216.17,99.31,153.29,150.66,196.3,126.68,131.75,73.47,132.06,136.45,121.85,214.33,250.96,211.95,103.31,92.39,95.49,420.55,259.5,"7,691,132","1,789,888","479,570","2,406,486","2,745,147","10,822,420","6,829,773"
11:04:10,135.67,223.47,183.07,338.65,216.17,99.31,153.29,150.66,196.3,126.67,131.79,73.46,132.06,136.45,121.85,214.33,251.03,211.95,103.31,92.39,95.49,420.55,259.5,"7,694,407","1,790,251","479,769","2,407,693","2,746,507","10,746,344","6,809,806"
11:04:15,135.64,223.47,183.07,338.65,216.17,99.31,153.29,150.66,196.3,126.67,131.78,73.46,132.06,136.43,121.85,214.33,251.03,211.95,103.31,92.39,95.49,420.54,259.5,"7,697,440","1,790,945","479,972","2,408,849","2,748,024","10,774,653","6,823,162"
11:04:20,135.64,223.46,183.07,338.65,216.17,99.31,153.29,150.66,196.28,126.7,131.78,73.47,132.06,136.38,121.88,214.33,250.99,211.34,103.31,92.39,95.49,420.57,259.47,"7,699,636","1,791,324","480,155","2,410,170","2,749,704","10,794,858","6,827,455"
11:04:25,135.64,223.46,183.07,338.65,216.17,99.31,153.29,150.66,196.27,126.7,131.78,73.37,132.07,136.42,121.88,214.33,251.03,211.34,103.31,92.39,95.42,420.52,259.45,"7,701,742","1,791,587","480,313","2,410,907","2,750,652","10,857,803","6,871,495"
11:04:30,135.64,223.46,183.07,338.78,216.17,99.31,153.29,150.69,196.27,126.71,131.78,73.37,132.06,136.41,121.88,214.33,251.09,211.33,103.31,92.39,95.41,420.55,259.46,"7,703,558","1,791,789","480,422","2,411,648","2,751,760","10,851,823","6,874,598"
11:04:35,135.64,223.46,182.98,338.78,216.17,99.31,153.29,150.69,196.27,126.71,131.78,73.37,132.07,136.42,121.88,214.32,251.14,211.33,103.31,92.39,95.41,420.56,259.46,"7,704,630","1,791,969","480,496","2,412,372","2,752,581","10,823,150","6,868,519"
11:04:40,135.64,223.46,182.98,338.78,216.17,99.31,153.29,150.69,196.25,126.69,131.76,73.39,132.08,136.41,121.88,214.32,251.13,211.33,103.31,92.39,95.41,420.53,259.45,"7,705,750","1,792,221","480,600","2,413,059","2,753,543","10,860,158","6,874,340"
11:04:45,135.64,223.46,182.98,338.78,216.17,99.31,153.27,150.69,196.25,126.69,131.75,73.38,132.1,136.41,121.88,214.32,251.13,211.33,103.31,92.37,95.49,420.51,259.45,"7,707,820","1,792,690","480,762","2,413,674","2,754,396","10,878,348","6,886,150"
11:04:50,135.64,223.4,183.07,338.78,216.17,99.31,153.27,150.69,196.29,126.68,131.73,73.37,132.11,136.37,121.9,214.4,251.14,211.33,103.31,92.39,95.34,420.48,259.44,"7,710,696","1,793,069","480,964","2,414,595","2,755,328","10,852,459","6,880,442"
11:04:55,135.64,223.39,183.07,338.78,216.17,99.31,153.27,150.69,196.36,126.69,131.73,73.37,132.1,136.37,121.99,214.4,251.14,211.33,103.31,92.39,95.34,420.5,259.45,"7,712,821","1,793,446","481,125","2,415,275","2,756,157","10,857,489","6,894,030"
11:05:00,135.64,223.38,183.07,338.78,216.17,99.31,153.26,150.69,196.3,126.67,131.75,73.37,132.1,136.37,121.98,214.4,251.11,211.33,103.31,92.39,95.34,420.47,259.43,"7,714,568","1,793,693","481,272","2,415,942","2,757,006","10,866,233","6,888,142"
11:05:05,135.64,223.37,183.07,338.78,216.17,99.31,153.26,150.69,196.29,126.64,131.65,73.39,132.1,136.38,121.98,214.4,251.12,211.33,103.31,92.39,95.49,420.41,259.41,"7,717,449","1,794,259","481,470","2,416,775","2,758,140","10,825,621","6,880,861"
11:05:10,135.64,223.37,183.07,338.84,216.17,99.28,153.26,150.69,196.29,126.66,131.7,73.39,132.1,136.37,121.98,214.4,251.21,211.35,103.31,92.39,95.41,420.46,259.43,"7,719,895","1,794,695","481,706","2,417,706","2,759,143","10,825,820","6,882,713"
11:05:15,135.64,223.38,183.07,338.85,216.17,99.28,153.26,150.63,196.29,126.64,131.65,73.37,132.08,136.4,122,214.4,251.21,211.35,103.31,92.39,95.41,420.43,259.42,"7,721,177","1,795,133","481,823","2,418,705","2,760,210","10,855,208","6,901,629"
11:05:20,135.64,223.43,183.07,338.85,216.17,99.28,153.26,150.63,196.29,126.64,131.67,73.39,132.05,136.4,121.98,214.32,251.21,211.35,103.31,92.39,95.41,420.42,259.42,"7,724,611","1,795,533","482,021","2,419,774","2,761,428","10,893,622","6,906,808"
11:05:25,135.64,223.36,183.07,338.85,216.17,99.28,153.26,150.6,196.28,126.61,131.65,73.37,132.07,136.4,122,214.32,251.19,211.35,103.31,92.39,95.41,420.36,259.39,"7,727,004","1,795,803","482,182","2,420,587","2,762,414","10,883,366","6,892,638"
11:05:30,135.64,223.37,182.98,338.85,216.17,99.28,153.26,150.58,196.27,126.61,131.62,73.37,132.08,136.41,122,214.32,251.36,211.36,103.26,92.39,95.41,420.39,259.4,"7,729,664","1,796,168","482,329","2,421,371","2,763,386","10,880,369","6,874,405"
11:05:35,135.64,223.38,182.98,338.85,216.17,99.28,153.26,150.58,196.26,126.61,131.62,73.39,132.07,136.42,122.04,214.31,251.31,211.36,103.26,92.39,95.41,420.39,259.39,"7,731,228","1,796,402","482,456","2,422,134","2,764,414","10,898,355","6,899,683"
11:05:40,135.64,223.38,182.98,338.85,216.17,99.28,153.26,150.58,196.26,126.61,131.63,73.37,132.07,136.4,122,214.31,251.29,211.36,103.26,92.37,95.41,420.37,259.39,"7,733,168","1,796,695","482,593","2,422,736","2,765,135","10,898,903","6,910,138"
11:05:45,135.64,223.38,182.98,338.85,216.17,99.28,153.26,150.62,196.26,126.61,131.66,73.36,132.05,136.41,122,214.31,251.28,211.36,103.26,92.37,95.56,420.37,259.39,"7,735,311","1,796,962","482,734","2,423,565","2,766,209","10,852,526","6,879,776"
11:05:50,135.64,223.37,183.08,338.85,216.17,99.28,153.26,150.62,196.27,126.61,131.66,73.38,132.06,136.4,122,214.31,251.28,211.36,103.31,92.37,95.56,420.38,259.4,"7,740,549","1,797,679","482,894","2,424,767","2,767,425","10,827,400","6,870,942"
11:05:55,135.64,223.32,183.08,338.85,216.17,99.28,153.26,150.62,196.25,126.61,131.72,73.36,132.06,136.39,122,214.31,251.32,210.76,103.31,92.36,95.41,420.38,259.36,"7,743,200","1,798,393","483,070","2,425,763","2,768,752","10,886,046","6,872,225"
11:06:00,135.64,223.31,183.08,338.89,216.17,99.28,153.26,150.59,196.24,126.6,131.73,73.36,132.06,136.4,121.95,214.31,251.32,210.75,103.31,92.36,95.41,420.37,259.36,"7,744,196","1,798,634","483,159","2,426,503","2,769,763","10,906,436","6,913,323"
11:06:05,135.64,223.3,183.08,338.89,216.17,99.26,153.26,150.59,196.24,126.6,131.68,73.35,132.07,136.38,121.96,214.32,251.31,210.73,103.33,92.36,95.41,420.35,259.35,"7,745,851","1,798,953","483,295","2,427,171","2,770,711","10,830,665","6,879,968"
11:06:10,135.64,223.31,183.08,338.89,216.17,99.26,153.26,150.59,196.25,126.61,131.68,73.36,132.06,136.38,121.94,214.31,251.24,210.73,103.33,92.36,95.49,420.36,259.36,"7,749,314","1,799,574","483,477","2,428,120","2,772,200","10,869,461","6,898,204"
11:06:15,135.64,223.31,183.08,338.91,216.17,99.26,153.24,150.59,196.25,126.61,131.67,73.36,132.04,136.38,121.94,214.31,251.28,210.73,103.33,92.36,95.49,420.36,259.36,"7,752,076","1,800,465","483,671","2,428,831","2,773,197","10,839,717","6,891,248"
11:06:20,135.61,223.3,183.08,338.91,216.17,99.26,153.24,150.59,196.24,126.61,131.67,73.36,132.04,136.36,121.87,214.31,251.33,211.33,103.33,92.36,95.49,420.36,259.38,"7,756,160","1,801,288","483,862","2,429,856","2,774,699","10,769,995","6,814,476"
11:06:25,135.61,223.32,183.08,338.91,216.17,99.26,153.24,150.59,196.22,126.58,131.67,73.36,132.03,136.34,121.87,214.31,251.29,211.33,103.33,92.34,95.49,420.29,259.35,"7,758,241","1,801,558","483,999","2,431,024","2,776,196","10,855,929","6,849,881"
11:06:30,135.61,223.31,183.08,338.91,216.17,99.26,153.24,150.59,196.24,126.57,131.66,73.33,132.01,136.35,121.87,214.31,251.29,211.33,103.33,92.31,95.56,420.24,259.34,"7,761,020","1,801,940","484,146","2,431,945","2,777,404","10,835,486","6,890,332"
11:06:35,135.61,223.3,183.08,338.91,216.17,99.26,153.24,150.59,196.22,126.57,131.65,73.35,132.02,136.34,121.88,214.31,251.27,211.33,103.33,92.31,95.56,420.26,259.34,"7,763,821","1,802,512","484,314","2,433,079","2,778,608","10,814,039","6,887,499"
11:06:40,135.61,223.3,183.08,339.08,216.17,99.26,153.24,150.59,196.22,126.56,131.62,73.32,132.01,136.34,121.9,214.31,251.27,210.73,103.33,92.31,95.56,420.21,259.3,"7,769,808","1,803,726","484,795","2,434,533","2,780,404","10,752,219","6,824,176"
